orderId,customerId,amount,orderDate
52589637,345064,395,2018-06-11 08:41:10
52589635,36171,9724,2018-06-11 08:41:21
52589643,0,895,2018-06-12 08:35:06
52589639,582883,1845,2018-06-12 09:21:47
52589642,1893890,725,2018-06-12 09:54:45
52589638,200417,553,2018-06-12 10:02:57
52589640,0,1200,2018-06-12 10:43:21
52589644,156906,1100,2018-06-12 11:00:54
52589641,200417,336,2018-06-12 11:28:29
52589647,121736,2595,2018-06-13 08:20:59
52589650,138839,450,2018-06-13 08:38:12
52589645,16635,850,2018-06-13 08:41:51
52589652,16185,475,2018-06-13 08:50:21
52589649,0,1000,2018-06-13 09:01:22
52589648,1229866,850,2018-06-13 09:11:05
52589651,6919,650,2018-06-13 09:20:08
52589646,9807,995,2018-06-13 09:31:20
52589659,36171,9628,2018-06-14 05:37:30
52589655,426265,1995,2018-06-14 07:43:18
52589660,295590,1320,2018-06-14 08:44:21
52589657,7022730,550,2018-06-14 09:24:29
52589654,57827,895,2018-06-14 09:26:36
52589658,21326,1395,2018-06-14 09:51:40
52589656,337435,1545,2018-06-14 09:58:24
52589673,1626755,1645,2018-06-15 07:55:01
52589664,1906890,2750,2018-06-15 08:03:20
52589672,346401,850,2018-06-15 08:37:17
52589663,463609,450,2018-06-15 09:08:56
52589662,131431,895,2018-06-15 09:11:22
52589665,332938,3695,2018-06-15 09:25:50
52589670,1597194,450,2018-06-15 09:27:08
52589667,120047,995,2018-06-15 09:58:41
52589675,454803,650,2018-06-15 10:05:18
52589666,180754,550,2018-06-15 10:25:26
52589669,8774,450,2018-06-15 10:30:46
52589674,120047,550,2018-06-15 11:14:22
52589668,120047,650,2018-06-15 11:21:28
52589676,122979,1450,2018-06-15 11:35:59
52589671,6725039,1200,2018-06-15 11:38:58
52589661,178326,895,2018-06-15 12:00:12
52589696,16185,823,2018-06-16 07:39:35
52589684,9331827,750,2018-06-16 07:44:06
52589690,253077,1148,2018-06-16 07:59:19
52589687,253077,1993,2018-06-16 08:38:53
52589686,10146,1300,2018-06-16 08:44:34
52589680,14160,1450,2018-06-16 08:50:06
52589689,132260,450,2018-06-16 09:03:03
52589693,14740,1645,2018-06-16 09:07:09
52589683,2047111,1500,2018-06-16 09:10:35
52589685,1855832,1195,2018-06-16 09:27:16
52589695,16185,2134,2018-06-16 10:06:51
52589694,16185,1875,2018-06-16 10:07:55
52589688,242757,650,2018-06-16 10:13:26
52589681,66218,2045,2018-06-16 10:28:13
52589678,1905827,450,2018-06-16 10:29:40
52589682,120047,3290,2018-06-16 10:30:07
52589679,132077,1050,2018-06-16 11:31:05
52589691,9336105,200,2018-06-16 11:33:07
52589692,79381,650,2018-06-16 11:35:15
52589700,1657099,2195,2018-06-17 06:44:04
52589703,108679,2345,2018-06-17 08:33:07
52589698,361510,650,2018-06-17 09:13:27
52589702,469324,1445,2018-06-17 09:27:48
52589701,81495,550,2018-06-17 09:43:25
52589697,40992,1645,2018-06-17 10:19:55
52589699,115636,850,2018-06-17 10:52:30
52589707,2099467,450,2018-06-18 07:56:30
52589704,3773930,450,2018-06-18 09:34:50
52589706,2870615,1550,2018-06-18 09:45:53
52589705,1822051,895,2018-06-18 10:39:00
52589709,1637904,3140,2018-06-19 07:41:34
52589712,8983,2220,2018-06-19 08:26:38
52589711,2032783,750,2018-06-19 08:36:50
52589714,15148,1200,2018-06-19 09:16:51
52589710,111685,895,2018-06-19 10:22:19
52589715,120047,1645,2018-06-19 10:41:56
52589713,1944780,650,2018-06-19 10:48:49
52589708,30709,1645,2018-06-19 11:01:44
52589717,406049,1400,2018-06-20 09:19:21
52589719,9337608,550,2018-06-20 09:58:24
52589720,9337609,713,2018-06-20 10:05:46
52589718,310285,995,2018-06-20 10:17:02
52589716,1747028,3725,2018-06-20 10:21:17
52589721,54260,400,2018-06-20 11:20:22
52589726,200002,995,2018-06-21 08:08:46
52589724,215131,1300,2018-06-21 09:03:57
52589725,9919,895,2018-06-21 09:22:07
52589723,49860,1450,2018-06-21 10:09:06
52589722,1619417,450,2018-06-21 10:12:20
52589727,5302010,1445,2018-06-22 07:53:59
52589728,320208,895,2018-06-22 08:34:55
52589729,316407,1450,2018-06-22 09:01:36
52589732,1944780,1600,2018-06-22 09:53:19
52589730,18514,1500,2018-06-22 10:41:00
52589731,40948,1790,2018-06-22 11:53:12
52589741,231323,1300,2018-06-23 07:34:58
52589734,5831,550,2018-06-23 07:35:44
52589745,3915523,3250,2018-06-23 07:39:40
52589740,320985,1870,2018-06-23 07:40:54
52589738,37897,1450,2018-06-23 08:10:13
52589733,115899,1950,2018-06-23 08:15:31
52589744,445951,650,2018-06-23 08:45:12
52589736,1251435,1545,2018-06-23 09:08:04
52589742,135939,1295,2018-06-23 09:20:27
52589737,41552,1450,2018-06-23 09:42:36
52589739,1720032,761,2018-06-23 09:45:58
52589735,146256,2500,2018-06-23 10:02:30
52589743,1784914,2295,2018-06-23 10:37:56
52589747,361510,650,2018-06-24 09:42:57
52589749,327495,1295,2018-06-24 09:58:30
52589746,400306,1500,2018-06-24 10:16:18
52589748,601710,775,2018-06-24 10:54:48
52589751,6660339,1945,2018-06-25 07:52:57
52589754,39858,2495,2018-06-25 09:03:18
52589753,39858,0,2018-06-25 09:15:20
52589750,9337820,1445,2018-06-25 10:03:39
52589752,372163,450,2018-06-25 11:03:23
52589757,30516,450,2018-06-26 09:47:17
52589756,36304,1785,2018-06-26 10:04:35
52589762,15091,2375,2018-06-27 06:35:32
52589759,149423,1715,2018-06-27 07:05:54
52589758,3612,950,2018-06-27 10:18:32
52589763,6235942,1550,2018-06-27 10:36:05
52589761,77692,895,2018-06-27 10:47:54
52589760,476206,650,2018-06-27 11:13:06
52589764,439191,550,2018-06-28 08:20:26
52589766,1650134,995,2018-06-28 09:30:50
52589765,108559,1990,2018-06-28 10:13:46
52589767,151429,650,2018-06-28 10:31:11
52589769,56515,1595,2018-06-29 08:54:50
52589768,3776163,1300,2018-06-29 11:00:58
52589775,2007784,950,2018-06-30 08:43:58
52589784,9328591,2669,2018-06-30 09:18:43
52589783,253077,978,2018-06-30 09:21:14
52589772,253077,846,2018-06-30 09:23:29
52589776,253077,846,2018-06-30 09:24:16
52589777,0,2695,2018-06-30 09:37:43
52589773,39957,800,2018-06-30 09:59:53
52589782,397790,2445,2018-06-30 10:12:49
52589781,35611,2240,2018-06-30 10:15:28
52589778,15298,550,2018-06-30 10:24:52
52589771,369798,1295,2018-06-30 10:35:35
52589774,293075,450,2018-06-30 10:46:03
52589780,1592831,2590,2018-06-30 11:08:49
52589779,1676705,995,2018-06-30 11:58:09
52589788,9328591,0,2018-07-01 06:57:45
52589790,215131,2750,2018-07-01 08:21:48
52589793,454282,950,2018-07-01 09:13:26
52589795,9328288,895,2018-07-01 09:22:08
52589789,1825220,895,2018-07-01 09:36:42
52589787,41782,1950,2018-07-01 09:43:01
52589791,6485737,1450,2018-07-01 09:47:17
52589794,352004,950,2018-07-01 10:13:13
52589792,9807,995,2018-07-01 10:26:00
52589796,1707206,450,2018-07-01 11:04:12
52589786,6575364,450,2018-07-01 11:30:34
52589797,6575364,300,2018-07-01 11:32:39
52589801,156625,450,2018-07-02 09:36:32
52589804,418957,775,2018-07-02 10:16:09
52589803,4929,750,2018-07-02 10:20:43
52589802,9339504,450,2018-07-02 11:39:30
52589800,2106975,650,2018-07-02 11:57:02
52589809,9451,995,2018-07-03 09:04:27
52589807,5891466,450,2018-07-03 09:55:19
52589808,129991,1473,2018-07-03 10:00:55
52589810,841304,3290,2018-07-03 10:31:59
52589806,1584209,550,2018-07-03 11:05:56
52589812,1652128,2785,2018-07-03 11:40:50
52589811,0,2685,2018-07-03 11:44:43
52589815,2871408,1395,2018-07-04 07:39:29
52589814,200002,650,2018-07-04 09:26:25
52589813,187513,550,2018-07-04 09:48:36
52589816,21706,395,2018-07-06 07:42:06
52589818,5999191,7530,2018-07-06 08:28:44
52589817,69230,1450,2018-07-06 09:25:07
52589820,47632,1450,2018-07-06 10:47:45
52589819,1626357,1951,2018-07-06 10:54:54
52589824,1562,770,2018-07-07 08:04:08
52589831,4491,0,2018-07-07 08:14:44
52589829,252907,3265,2018-07-07 08:35:55
52589823,211771,2240,2018-07-07 09:08:55
52589830,547553,995,2018-07-07 09:12:25
52589822,173733,1490,2018-07-07 09:23:13
52589828,2007784,400,2018-07-07 09:36:44
52589821,6579,3006,2018-07-07 09:47:45
52589825,81495,1145,2018-07-07 09:50:13
52589826,63302,1295,2018-07-07 10:46:02
52589832,472263,995,2018-07-07 11:09:13
52589827,116192,650,2018-07-07 11:25:44
52589839,135939,995,2018-07-08 08:39:38
52589841,235556,1420,2018-07-08 08:41:08
52589834,0,1845,2018-07-08 08:43:00
52589837,165463,675,2018-07-08 09:34:13
52589833,1669162,895,2018-07-08 09:58:09
52589836,206364,650,2018-07-08 10:01:47
52589835,1784914,1940,2018-07-08 10:08:11
52589838,6235942,775,2018-07-08 11:20:47
52589840,181145,2290,2018-07-08 11:39:58
52589845,2870543,1570,2018-07-09 06:36:26
52589842,348382,1545,2018-07-09 08:46:35
52589843,4166,1450,2018-07-09 09:25:52
52589844,61549,1645,2018-07-09 09:38:11
52589846,6760285,945,2018-07-10 08:44:19
52589849,104247,1820,2018-07-10 10:12:43
52589847,250651,395,2018-07-10 11:04:10
52589850,196811,995,2018-07-10 11:43:23
52589848,306056,1720,2018-07-10 11:51:45
52589860,7422213,3590,2018-07-11 06:05:05
52589857,65447,1070,2018-07-11 09:57:41
52589856,12710,495,2018-07-11 10:01:16
52589859,5031939,770,2018-07-11 10:26:06
52589858,477134,895,2018-07-11 10:35:32
52589863,313422,995,2018-07-12 08:34:56
52589862,9340543,895,2018-07-12 08:53:42
52589867,1909455,1095,2018-07-12 09:02:09
52589865,9541,345,2018-07-12 09:21:39
52589861,99450,825,2018-07-12 10:17:57
52589864,6111427,1170,2018-07-12 10:20:23
52589866,65375,1690,2018-07-12 11:20:46
52589869,15110,2820,2018-07-13 09:19:49
52589868,1935399,4065,2018-07-13 10:05:23
52589870,335978,1440,2018-07-13 11:12:47
52589886,187,0,2018-07-14 07:36:36
52589876,4491,5313,2018-07-14 08:43:28
52589877,0,395,2018-07-14 09:15:41
52589874,1968844,495,2018-07-14 09:19:28
52589884,4491,5313,2018-07-14 09:19:57
52589879,0,0,2018-07-14 09:25:06
52589871,365938,1550,2018-07-14 09:35:44
52589881,365938,775,2018-07-14 09:54:38
52589873,367219,3395,2018-07-14 10:02:09
52589882,309053,545,2018-07-14 10:21:11
52589878,9340579,1450,2018-07-14 10:51:13
52589875,9340579,100,2018-07-14 10:53:39
52589872,475671,575,2018-07-14 10:57:31
52589880,9340579,100,2018-07-14 11:05:31
52589883,2870509,1370,2018-07-14 11:18:59
52589885,2870509,1050,2018-07-14 11:20:35
52589896,101111,2445,2018-07-15 06:16:03
52589888,97166,650,2018-07-15 07:25:18
52589892,181009,3580,2018-07-15 07:41:41
52589895,9340605,895,2018-07-15 08:33:47
52589891,9340600,2070,2018-07-15 09:00:37
52589894,547624,0,2018-07-15 09:09:52
52589890,160289,3425,2018-07-15 09:27:23
52589887,307030,650,2018-07-15 09:29:01
52589889,4654412,395,2018-07-15 09:50:08
52589897,11858,1920,2018-07-15 10:03:28
52589893,61204,2640,2018-07-15 10:12:04
52589899,179721,945,2018-07-16 09:03:16
52589898,601962,850,2018-07-16 10:33:49
52589901,0,645,2018-07-17 08:05:51
52589903,367770,1645,2018-07-17 08:51:43
52589900,4677,995,2018-07-17 09:18:56
52589904,41903,895,2018-07-17 09:46:31
52589902,6621669,800,2018-07-17 10:05:47
52589909,547498,775,2018-07-19 08:07:03
52589913,4494574,0,2018-07-19 08:13:42
52589911,164160,0,2018-07-19 08:15:36
52589910,575101,0,2018-07-19 08:19:41
52589912,1654120,0,2018-07-19 08:21:58
52589918,41903,1520,2018-07-20 08:33:20
52589915,1906890,3435,2018-07-20 08:53:14
52589914,7941826,528,2018-07-20 09:53:39
52589916,16420,748,2018-07-20 10:06:15
52589917,39372,2615,2018-07-20 10:31:56
52589923,5520083,1970,2018-07-21 07:50:51
52589922,253077,319,2018-07-21 08:18:21
52589920,7271609,0,2018-07-21 08:35:43
52589919,152614,650,2018-07-21 10:56:24
52589921,152614,846,2018-07-21 11:05:28
52589929,202780,1600,2018-07-22 07:43:36
52589932,1599682,0,2018-07-22 07:44:16
52589938,187400,3965,2018-07-22 08:37:53
52589931,179721,1045,2018-07-22 09:01:37
52589933,187400,255,2018-07-22 09:25:17
52589935,568279,995,2018-07-22 09:33:30
52589937,156990,2300,2018-07-22 09:37:22
52589927,9341494,0,2018-07-22 09:47:50
52589928,601962,895,2018-07-22 10:44:21
52589930,306056,395,2018-07-22 10:50:57
52589934,45309,950,2018-07-22 11:36:13
52589936,368987,1245,2018-07-22 11:47:15
52589939,15184,1820,2018-07-23 09:05:50
52589941,3858106,495,2018-07-24 08:01:56
52589940,9341518,1175,2018-07-24 10:19:06
52589947,405006,716,2018-07-25 08:28:24
52589944,532098,356,2018-07-25 09:18:06
52589942,72147,1450,2018-07-25 09:26:58
52589946,28849,1495,2018-07-25 10:10:48
52589943,533134,675,2018-07-25 10:25:08
52589945,0,1485,2018-07-25 11:30:23
52589956,422463,575,2018-07-26 08:53:01
52589955,45654,456,2018-07-26 09:00:26
52589954,9451,1370,2018-07-26 09:42:26
52589953,138548,2275,2018-07-26 10:05:27
52589951,9341536,395,2018-07-26 10:09:44
52589957,173733,995,2018-07-26 10:12:51
52589952,4604623,1720,2018-07-26 10:21:12
52589949,39548,1045,2018-07-26 10:58:01
52589948,6575364,653,2018-07-26 11:36:45
52589950,0,450,2018-07-26 11:53:37
52589959,369039,1300,2018-07-27 10:33:04
52589958,130413,1270,2018-07-27 10:39:07
52589960,22171,950,2018-07-27 11:13:46
52589962,532098,1188,2018-07-28 07:37:06
52589970,41011,1490,2018-07-28 07:56:52
52589961,532098,806,2018-07-28 08:36:19
52589969,199295,1545,2018-07-28 09:03:19
52589966,32732,395,2018-07-28 09:23:59
52589963,405006,716,2018-07-28 09:47:02
52589968,9341559,895,2018-07-28 10:14:45
52589964,130472,1645,2018-07-28 10:32:57
52589967,68404,395,2018-07-28 10:51:54
52589965,1794206,311,2018-07-28 11:44:58
52589973,4566932,650,2018-07-29 07:34:29
52589979,190340,3994,2018-07-29 08:01:27
52589978,8723,1450,2018-07-29 08:51:19
52589972,1657099,2615,2018-07-29 09:03:26
52589976,0,2025,2018-07-29 09:12:04
52589975,27857,1503,2018-07-29 09:30:50
52589974,3819719,1145,2018-07-29 10:22:34
52589971,15162,1734,2018-07-29 11:04:58
52589977,9330247,425,2018-07-29 11:51:17
52589981,444451,950,2018-07-30 10:13:49
52589980,12686,1475,2018-07-30 10:39:32
52589982,212100,1420,2018-07-31 09:12:12
52589985,332926,775,2018-07-31 09:35:15
52589986,309409,1125,2018-07-31 10:02:09
52589988,4322526,1470,2018-07-31 10:33:52
52589987,4560565,590,2018-07-31 11:04:44
52589983,469324,1301,2018-07-31 11:11:36
52589984,9341603,460,2018-07-31 11:47:39
52590013,211708,873,2018-08-01 09:10:27
52590015,9342139,1425,2018-08-01 09:12:06
52590011,1648002,968,2018-08-01 09:18:13
52590012,4604811,518,2018-08-01 09:43:04
52590014,40541,1169,2018-08-01 09:44:50
52590009,7350151,356,2018-08-01 10:33:06
52590010,2333075,1370,2018-08-01 11:04:08
52590008,179721,295,2018-08-01 11:21:25
52590016,3827406,1990,2018-08-02 08:32:07
52590030,16185,5904,2018-08-02 08:33:56
52590026,8723,650,2018-08-02 08:39:36
52590017,6943077,1815,2018-08-02 08:39:57
52590025,7498162,1845,2018-08-02 08:40:41
52590024,529184,446,2018-08-02 08:55:17
52590023,14918,495,2018-08-02 09:17:09
52590028,39889,2503,2018-08-02 09:18:56
52590029,97524,495,2018-08-02 09:31:03
52590018,6641867,1143,2018-08-02 09:44:05
52590020,16185,1136,2018-08-02 09:56:43
52590019,173892,870,2018-08-02 10:17:45
52590021,173892,770,2018-08-02 10:22:11
52590022,213476,1648,2018-08-02 10:29:21
52590027,96418,1320,2018-08-02 11:05:11
52590040,441880,995,2018-08-03 06:44:28
52590034,9342140,1522,2018-08-03 07:36:03
52590033,348853,870,2018-08-03 07:42:14
52590038,439982,1031,2018-08-03 08:02:52
52590037,1911501,1420,2018-08-03 08:13:10
52590042,0,1251,2018-08-03 08:19:08
52590035,6096226,0,2018-08-03 08:19:36
52590046,253328,2070,2018-08-03 08:32:26
52590045,2607606,1990,2018-08-03 08:47:01
52590031,36791,10040,2018-08-03 09:12:06
52590043,81494,1240,2018-08-03 09:33:21
52590041,0,1071,2018-08-03 09:41:07
52590036,81494,895,2018-08-03 09:45:40
52590032,1816457,395,2018-08-03 10:16:07
52590044,5356,851,2018-08-03 11:29:49
52590039,1693882,896,2018-08-03 11:48:42
52590050,0,650,2018-08-04 07:34:18
52590048,4870,1925,2018-08-04 07:56:59
52590053,3886282,0,2018-08-04 08:17:58
52590052,9342141,2920,2018-08-04 08:21:26
52590061,9342142,1945,2018-08-04 08:26:58
52590055,0,895,2018-08-04 08:37:18
52590057,313422,896,2018-08-04 08:49:32
52590058,1684698,873,2018-08-04 09:35:49
52590060,87486,1545,2018-08-04 09:49:08
52590059,87486,395,2018-08-04 09:51:13
52590047,110111,495,2018-08-04 09:52:27
52590063,9342141,995,2018-08-04 09:55:06
52590054,212391,806,2018-08-04 09:58:07
52590051,130472,995,2018-08-04 10:07:23
52590049,0,1145,2018-08-04 11:30:36
52590056,119320,1795,2018-08-04 11:49:34
52590074,129991,1918,2018-08-05 06:06:13
52590079,4566932,790,2018-08-05 07:50:47
52590072,57651,783,2018-08-05 07:53:45
52590078,147673,1550,2018-08-05 08:14:31
52590081,317226,1820,2018-08-05 08:25:39
52590082,1923786,1570,2018-08-05 08:28:29
52590077,4538173,1270,2018-08-05 08:42:48
52590066,7202280,990,2018-08-05 08:50:48
52590075,11056,1593,2018-08-05 08:51:59
52590069,419134,575,2018-08-05 09:04:31
52590080,147673,850,2018-08-05 09:06:45
52590076,1958103,1650,2018-08-05 09:07:49
52590068,138916,1845,2018-08-05 09:13:24
52590073,404197,995,2018-08-05 09:18:45
52590065,35407,995,2018-08-05 09:22:42
52590083,2414912,1450,2018-08-05 09:23:34
52590070,440269,1031,2018-08-05 09:32:27
52590067,5950427,2245,2018-08-05 10:05:24
52590071,0,1600,2018-08-05 10:14:34
52590102,8723,875,2018-08-06 08:30:27
52590100,16185,2268,2018-08-06 08:40:12
52590101,0,1175,2018-08-06 09:25:11
52590103,0,895,2018-08-06 09:41:29
52590104,5958563,775,2018-08-06 10:09:21
52590105,6565342,850,2018-08-06 11:31:59
52590107,9342147,2145,2018-08-07 09:26:03
52590106,539987,356,2018-08-07 11:04:21
52590114,0,1295,2018-08-08 07:20:28
52590111,21706,345,2018-08-08 07:42:46
52590110,0,1420,2018-08-08 07:44:15
52590118,30704,1990,2018-08-08 07:49:21
52590120,5881315,0,2018-08-08 07:52:27
52590108,4692541,0,2018-08-08 07:55:44
52590113,138269,1570,2018-08-08 08:10:03
52590117,397268,1696,2018-08-08 08:25:59
52590115,397268,160,2018-08-08 08:32:27
52590116,30704,1593,2018-08-08 09:00:21
52590109,59205,2790,2018-08-08 09:13:14
52590112,582763,920,2018-08-08 10:03:44
52590121,7162,671,2018-08-08 10:16:19
52590119,1985204,395,2018-08-08 10:28:39
52590122,9342148,0,2018-08-09 08:01:35
52590124,366369,2795,2018-08-09 08:07:44
52590123,215165,1140,2018-08-09 09:38:06
52590125,57466,425,2018-08-09 11:00:35
52590130,188122,2545,2018-08-10 08:11:11
52590127,6821552,0,2018-08-10 08:41:05
52590131,6821552,0,2018-08-10 08:50:30
52590126,69272,2195,2018-08-10 09:12:54
52590129,311788,0,2018-08-10 10:12:30
52590128,244399,790,2018-08-10 11:39:32
52590137,0,2417,2018-08-11 07:36:38
52590139,9342149,395,2018-08-11 07:50:51
52590141,37521,1770,2018-08-11 08:10:32
52590133,99146,0,2018-08-11 08:13:27
52590142,9342150,1645,2018-08-11 08:20:47
52590144,382430,1570,2018-08-11 08:52:35
52590136,7930017,395,2018-08-11 08:55:58
52590143,65897,1550,2018-08-11 08:58:45
52590135,5568083,1145,2018-08-11 09:10:30
52590138,1625963,900,2018-08-11 09:32:51
52590134,563339,1701,2018-08-11 09:55:59
52590132,38251,581,2018-08-11 10:48:22
52590140,266102,300,2018-08-11 10:49:13
52590149,2046675,740,2018-08-12 07:46:21
52590152,524963,1570,2018-08-12 08:19:28
52590148,9342151,995,2018-08-12 08:59:51
52590150,130472,995,2018-08-12 09:47:01
52590154,213901,395,2018-08-12 09:52:01
52590153,461650,900,2018-08-12 09:53:10
52590147,2240996,896,2018-08-12 10:36:54
52590146,9706,850,2018-08-12 11:00:45
52590145,120047,581,2018-08-12 11:53:31
52590151,537224,495,2018-08-12 11:59:03
52590161,0,775,2018-08-13 08:06:35
52590164,8544259,1413,2018-08-13 08:41:13
52590163,0,325,2018-08-13 09:14:50
52590160,110895,720,2018-08-13 09:22:35
52590162,41043,495,2018-08-13 09:32:33
52590166,352004,495,2018-08-13 10:10:03
52590165,0,0,2018-08-13 10:35:39
52590167,12146,456,2018-08-13 11:23:11
52590176,561778,15060,2018-08-14 05:40:56
52590175,133288,0,2018-08-14 07:36:12
52590171,133288,0,2018-08-14 07:47:40
52590172,327055,3585,2018-08-14 08:52:12
52590168,82235,311,2018-08-14 09:13:27
52590174,429583,690,2018-08-14 09:15:44
52590173,368914,740,2018-08-14 09:26:45
52590169,1650820,3720,2018-08-14 09:42:28
52590170,63218,2565,2018-08-14 11:03:28
52590181,187339,2640,2018-08-15 06:36:37
52590185,1666353,0,2018-08-15 06:39:04
52590180,532098,761,2018-08-15 08:19:53
52590177,0,1345,2018-08-15 08:22:14
52590182,430034,345,2018-08-15 09:00:39
52590183,1776828,1391,2018-08-15 09:08:40
52590178,80350,2590,2018-08-15 09:44:49
52590186,59890,425,2018-08-15 10:38:37
52590184,7297554,851,2018-08-15 10:48:39
52590179,11721,1233,2018-08-15 11:15:30
52590190,6697443,950,2018-08-16 08:08:20
52590189,6075570,650,2018-08-16 09:56:59
52590188,7516109,395,2018-08-16 10:24:17
52590187,551010,518,2018-08-16 10:33:19
52590192,1691007,395,2018-08-16 10:36:33
52590191,132598,1145,2018-08-16 10:58:03
52590199,533519,1500,2018-08-17 07:40:59
52590195,1892314,895,2018-08-17 08:04:06
52590196,131356,1420,2018-08-17 08:55:19
52590197,469160,950,2018-08-17 08:57:57
52590193,114119,495,2018-08-17 09:13:06
52590194,4102478,1450,2018-08-17 09:13:50
52590198,41248,395,2018-08-17 09:26:41
52590200,138548,1645,2018-08-17 10:13:01
52590206,129991,1770,2018-08-18 05:32:51
52590212,215131,2210,2018-08-18 06:38:14
52590208,215131,1955,2018-08-18 07:01:11
52590211,9342152,2010,2018-08-18 07:10:41
52590209,2046319,895,2018-08-18 07:52:33
52590201,1966026,995,2018-08-18 08:33:18
52590203,31985,995,2018-08-18 08:44:22
52590207,582883,1278,2018-08-18 09:35:20
52590213,216257,1170,2018-08-18 09:42:27
52590202,212529,1845,2018-08-18 09:43:12
52590210,7457868,356,2018-08-18 09:45:08
52590204,129991,650,2018-08-18 10:12:31
52590205,4264,2235,2018-08-18 11:08:44
52590215,5602,356,2018-08-19 07:47:57
52590220,324680,1075,2018-08-19 07:59:49
52590221,9342153,2885,2018-08-19 08:13:42
52590223,6928124,446,2018-08-19 08:29:17
52590218,140555,495,2018-08-19 08:40:33
52590222,1625963,675,2018-08-19 08:58:25
52590214,159346,640,2018-08-19 09:09:28
52590216,58794,850,2018-08-19 10:21:37
52590219,80157,2095,2018-08-19 10:28:32
52590217,306983,395,2018-08-19 11:14:47
52590226,9342154,4285,2018-08-20 07:53:07
52590225,7258660,626,2018-08-20 08:59:15
52590224,38666,995,2018-08-20 10:29:04
52590234,4355393,495,2018-08-21 07:49:00
52590232,5879364,968,2018-08-21 07:58:52
52590233,165625,1965,2018-08-21 08:17:08
52590235,200965,1025,2018-08-21 08:27:28
52590238,76003,1370,2018-08-21 09:05:19
52590236,309620,715,2018-08-21 09:44:23
52590242,9342156,395,2018-08-21 09:53:21
52590239,306983,495,2018-08-21 10:23:13
52590237,41542,2095,2018-08-21 10:27:57
52590241,7782503,585,2018-08-21 10:59:31
52590240,9342155,575,2018-08-21 11:51:19
52590256,16185,1270,2018-08-22 06:49:26
52590246,16185,800,2018-08-22 06:50:46
52590249,840725,1395,2018-08-22 06:52:12
52590243,0,2685,2018-08-22 06:56:30
52590248,366646,3195,2018-08-22 07:47:38
52590258,80157,2015,2018-08-22 08:04:00
52590254,253328,1645,2018-08-22 08:33:20
52590252,582982,2350,2018-08-22 08:40:50
52590251,6675,1925,2018-08-22 08:48:37
52590255,176445,645,2018-08-22 08:57:21
52590244,4832790,1200,2018-08-22 09:30:27
52590253,357087,356,2018-08-22 10:36:16
52590245,4867680,356,2018-08-22 10:38:10
52590247,134633,1045,2018-08-22 11:16:46
52590257,11624,356,2018-08-22 11:42:53
52590250,9336105,207,2018-08-22 11:43:07
52590262,208874,650,2018-08-23 07:53:48
52590264,1642244,896,2018-08-23 08:22:38
52590263,1624524,895,2018-08-23 08:42:31
52590261,172938,3050,2018-08-23 09:59:09
52590260,9803,2495,2018-08-23 10:04:58
52590259,306983,395,2018-08-23 11:45:57
52590265,0,495,2018-08-24 08:16:14
52590271,4832790,1145,2018-08-24 08:40:18
52590274,360822,800,2018-08-24 09:20:19
52590273,1690089,0,2018-08-24 09:27:57
52590266,214986,495,2018-08-24 09:56:14
52590269,1652128,1620,2018-08-24 11:23:51
52590275,86880,650,2018-08-24 11:26:21
52590272,86880,575,2018-08-24 11:27:01
52590268,2045268,495,2018-08-24 11:58:01
52590277,9342158,1385,2018-08-25 07:04:56
52590284,1340,10370,2018-08-25 07:23:39
52590281,2115377,395,2018-08-25 08:16:24
52590280,1340,0,2018-08-25 08:52:26
52590276,5586,1481,2018-08-25 09:47:47
52590283,215074,2690,2018-08-25 10:04:34
52590279,19540,1170,2018-08-25 10:08:34
52590282,6076190,895,2018-08-25 11:20:54
52590278,252525,770,2018-08-25 11:22:37
52590288,200002,675,2018-08-26 07:42:20
52590286,1707151,356,2018-08-26 08:52:54
52590289,89562,1625,2018-08-26 09:21:31
52590287,678,1450,2018-08-26 09:37:35
52590285,32422,395,2018-08-26 10:03:40
52590291,445091,1600,2018-08-26 10:08:25
52590290,346069,995,2018-08-26 10:13:21
52590293,213554,1995,2018-08-27 10:35:39
52590292,9807,338,2018-08-27 10:35:52
52590296,9342159,750,2018-08-28 08:39:32
52590295,9013,1211,2018-08-28 10:18:25
52590294,120047,995,2018-08-28 10:59:35
52590297,120047,585,2018-08-28 11:02:18
52590313,1883080,608,2018-08-29 08:44:08
52590311,6821685,1895,2018-08-29 08:44:42
52590310,180633,575,2018-08-29 08:52:30
52590308,62209,4340,2018-08-29 09:07:13
52590309,62209,995,2018-08-29 09:14:29
52590306,62993,446,2018-08-29 09:43:35
52590315,8723,650,2018-08-29 10:05:43
52590312,8723,495,2018-08-29 10:05:55
52590307,58794,850,2018-08-29 10:50:03
52590314,216101,3227,2018-08-29 11:00:57
52590323,129991,8464,2018-08-30 06:49:13
52590316,547624,0,2018-08-30 07:49:26
52590318,4262179,0,2018-08-30 07:50:42
52590322,196567,840,2018-08-30 08:51:25
52590321,6052,1566,2018-08-30 09:32:42
52590320,108458,1300,2018-08-30 09:36:38
52590317,9342162,395,2018-08-30 11:53:53
52590319,9151,900,2018-08-30 11:59:25
52590331,1373,2765,2018-08-31 06:18:16
52590330,165290,1795,2018-08-31 08:31:51
52590325,320208,1890,2018-08-31 08:48:16
52590328,1966026,495,2018-08-31 08:56:55
